__timestamp,location_name,latitude,longitude,PM2.5
01-02-2020,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,145.6103448
29-01-2021,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,145.5802632
20-03-2018,"Central School, Lucknow - CPCB",26.8821003,80.9302753,145.5555556
08-11-2018,"Nishant Ganj, Lucknow - UPPCB",26.871428,80.957145,145.5
31-10-2018,"Central School, Lucknow - CPCB",26.8821003,80.9302753,145.4896875
04-01-2019,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,145.457971
25-12-2021,"Central School, Lucknow - CPCB",26.8821003,80.9302753,145.4245902
05-02-2018,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,145.3958333
20-12-2021,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,145.3820513
27-01-2020,"Central School, Lucknow - CPCB",26.8821003,80.9302753,145.3789583
30-01-2021,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,145.3756757
10-11-2019,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,145.3663158
18-12-2019,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,145.3494737
30-11-2021,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,145.3336449
25-11-2020,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,145.2790698
11-02-2021,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,145.2641509
04-02-2021,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,145.1988506
31-10-2020,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,145.0538462
10-10-2020,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,145
27-01-2020,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,144.9453333
15-11-2021,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,144.9356436
24-01-2018,"Nishant Ganj, Lucknow - UPPCB",26.871428,80.957145,144.9090909
22-03-2018,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,144.8217857
11-01-2021,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,144.7715789
31-12-2020,"Central School, Lucknow - CPCB",26.8821003,80.9302753,144.6957895
31-01-2019,"Nishant Ganj, Lucknow - UPPCB",26.871428,80.957145,144.6170213
23-12-2019,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,144.576087
17-06-2018,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,144.5392553
14-12-2018,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,144.4708333
11-12-2019,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,144.3478261
09-01-2019,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,144.3125
06-12-2020,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,144.2857143
29-11-2020,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,144.2615385
24-10-2019,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,144.1220833
28-12-2019,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,144.1208791
20-11-2020,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,144.0659091
06-01-2021,"Central School, Lucknow - CPCB",26.8821003,80.9302753,144.05
01-11-2021,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,143.9345794
10-01-2020,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,143.8030864
20-10-2019,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,143.771875
26-12-2021,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,143.754386
05-01-2020,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,143.7484211
28-10-2019,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,143.6808511
11-02-2018,"Nishant Ganj, Lucknow - UPPCB",26.871428,80.957145,143.6571429
23-01-2019,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,143.6042553
02-02-2019,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,143.6021978
04-12-2019,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,143.5932203
19-02-2021,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,143.4460526
27-09-2020,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,143.4021277
16-11-2021,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,143.3777778
09-10-2020,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,143.3753086
21-02-2019,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,143.3677083
09-12-2020,"Central School, Lucknow - CPCB",26.8821003,80.9302753,143.3257732
23-11-2020,"Central School, Lucknow - CPCB",26.8821003,80.9302753,143.2854167
28-11-2019,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,143.2708333
25-03-2018,"Central School, Lucknow - CPCB",26.8821003,80.9302753,143.2222222
03-11-2018,"Central School, Lucknow - CPCB",26.8821003,80.9302753,143.1254217
22-02-2018,"Nishant Ganj, Lucknow - UPPCB",26.871428,80.957145,143
04-11-2020,"Central School, Lucknow - CPCB",26.8821003,80.9302753,142.9341667
24-01-2019,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,142.9333333
26-10-2020,"Central School, Lucknow - CPCB",26.8821003,80.9302753,142.8734
03-04-2019,"Central School, Lucknow - CPCB",26.8821003,80.9302753,142.7685263
30-12-2020,"Central School, Lucknow - CPCB",26.8821003,80.9302753,142.728125
30-03-2021,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,142.7158879
07-12-2019,"Gomti Nagar, Lucknow - UPPCB",26.86812,81.005119,142.6923077
27-12-2019,"Central School, Lucknow - CPCB",26.8821003,80.9302753,142.6429167
